urn,name,type_code,group_code,status_code,phase_code,minimum_age,maximum_age,ukprn,address1,address2,address3,town,county,postcode,website,telephone,latitude,longitude
100000,The Aldgate School,02,4,1,2,3,11,10079319,St James's Passage,Duke's Place,"",London,"",EC3A 5DE,www.thealdgateschool.org,02072831147,51.513968813644965,-0.077530631715809
